date_mutation,valeur_fonciere
2019-12-31,1380855.1672246065
2020-12-31,1083365.7717909012
2021-12-31,2936100.941617724
2022-12-31,4274059.165308631
2023-12-31,695195.3199686845
2024-12-31,636766.1873764937
